case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou
hepaticvessel_001,0.5843709798151255,0.5880536204598793,0.44273787624784305,0.44894113851714385,0.003682640644753765,0.006203262269300791
hepaticvessel_002,0.6669878321610575,0.6781376388615852,0.5219322703604753,0.5315335082998729,0.011149806700527676,0.0096012379393976
hepaticvessel_004,0.740703632935027,0.7451425245356875,0.6037398001039529,0.6112304413455045,0.004438891600660577,0.007490641241551632
hepaticvessel_005,0.6354816989010906,0.7111422480541165,0.5129487800524929,0.5790740382641902,0.07566054915302589,0.06612525821169735
hepaticvessel_007,0.8011498521516286,0.8008062774762408,0.6911404834857512,0.6908682215377331,-0.0003435746753878144,-0.00027226194801810433
hepaticvessel_008,0.7416166910176623,0.7520709301741335,0.5899150553042953,0.6033263061555632,0.010454239156471257,0.01341125085126782
hepaticvessel_010,0.828113338632743,0.8209549492524585,0.7116099701006042,0.7028249959687106,-0.007158389380284458,-0.008784974131893608
hepaticvessel_011,0.6528173955485168,0.6509029530106104,0.48515725380638425,0.48255207236009634,-0.0019144425379064023,-0.0026051814462879075
hepaticvessel_013,0.8468388715132762,0.8544569103418154,0.7400161010052186,0.7504619701015579,0.007618038828539175,0.010445869096339266
hepaticvessel_016,0.7554718458167314,0.7768909724393703,0.6142232619500438,0.6397402382175328,0.021419126622638895,0.025516976267488944
hepaticvessel_018,0.7850086441991921,0.8029814412353002,0.6768731876978198,0.6966621326581444,0.0179727970361081,0.019788944960324573
hepaticvessel_019,0.753776414191586,0.7652794987467012,0.6278731293231039,0.6411753764138216,0.011503084555115173,0.0133022470907177
hepaticvessel_020,0.721122238253233,0.7252064653926018,0.5672747374923623,0.5729095829690833,0.004084227139368846,0.0056348454767209954
hepaticvessel_022,0.7410018146738775,0.7495591950556415,0.5954958901934596,0.6047724705762905,0.008557380381764013,0.009276580382830857
hepaticvessel_023,0.7313378863478541,0.7429800488962779,0.6221590063845575,0.6330672992698518,0.011642162548423762,0.01090829288529438
hepaticvessel_025,0.80708906517618,0.8068962548105589,0.6926270995882271,0.6924163587319445,-0.00019281036562102116,-0.00021074085628258743
hepaticvessel_026,0.6267279305165285,0.5680141406991335,0.47294952309553806,0.4262793646058617,-0.05871378981739506,-0.04667015848967637
hepaticvessel_027,0.7800070864959374,0.7890988299164189,0.6764821416962963,0.6858986256751292,0.009091743420481468,0.009416483978832879
hepaticvessel_028,0.7557290439247524,0.7551366509416948,0.6143269304221883,0.6135619965505028,-0.0005923929830575769,-0.0007649338716855247
hepaticvessel_029,0.6770395175800581,0.6865247542653903,0.5117667056100601,0.52272805975402,0.009485236685332188,0.010961354143959934
hepaticvessel_030,0.7706082857209957,0.7945623116038374,0.6407674385493913,0.6683754802160029,0.02395402588284168,0.02760804166661157
hepaticvessel_031,0.7859586458749077,0.7884510790592172,0.6626297904202872,0.6653768864653207,0.0024924331843094727,0.002747096045033426
hepaticvessel_032,0.8010999520246155,0.8021982689736205,0.6760107293384997,0.6773803785869719,0.0010983169490049738,0.00136964924847216
hepaticvessel_033,0.8123628764414595,0.7971515752539199,0.6996850640573726,0.6825434208617254,-0.015211301187539661,-0.01714164319564726
