case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou
hippocampus_001,0.9186134816130569,0.918393197018512,0.8495986371731667,0.8492280633183507,-0.00022028459454492832,-0.00037057385481609195
hippocampus_003,0.8798477517623535,0.8793332967528456,0.7855346065881829,0.7847143296002361,-0.0005144550095079747,-0.0008202769879467331
hippocampus_004,0.8979593488755446,0.8980453059482791,0.8152716226568788,0.8153984583676475,8.595707273451048e-05,0.00012683571076865796
hippocampus_006,0.9098438476944648,0.9104494953859745,0.8346418423580257,0.835660507471319,0.0006056476915097253,0.0010186651132932933
hippocampus_007,0.9182622474350158,0.9174641940702313,0.8490854004358079,0.8477139915736355,-0.0007980533647845567,-0.001371408862172463
hippocampus_008,0.910146077975164,0.9099844949369269,0.8351510685788173,0.8348915465208344,-0.00016158303823710085,-0.00025952205798285277
hippocampus_011,0.9042690259072053,0.9043867340223412,0.8263530388466311,0.8264324162027049,0.00011770811513589496,7.937735607377316e-05
hippocampus_014,0.8509147967667241,0.8507213759710974,0.7414399387461943,0.7411684969447274,-0.00019342079562667536,-0.00027144180146687624
hippocampus_015,0.8631307729703451,0.8635859654365596,0.7592425418720398,0.7599556649469084,0.0004551924662145046,0.0007131230748685935
hippocampus_017,0.9196139084861656,0.9206333120562242,0.8514707616366312,0.8532422514078077,0.0010194035700585857,0.001771489771176582
hippocampus_019,0.8680968432505394,0.8681246756469041,0.7677227852988666,0.767768128184146,2.7832396364724232e-05,4.5342885279353595e-05
hippocampus_020,0.8772962503321745,0.8771624560111484,0.7814401816702254,0.7812302717283934,-0.000133794321026115,-0.0002099099418320094
hippocampus_023,0.865986810078748,0.865501962333138,0.7638807796100817,0.7631070348914518,-0.0004848477456099731,-0.0007737447186298985
hippocampus_024,0.8586836875003026,0.8586746900601754,0.7529057094697658,0.7528985688794614,-8.997440127167522e-06,-7.140590304377525e-06
hippocampus_025,0.8839402179344459,0.8835989177921454,0.7921261765383085,0.7915824493179021,-0.00034130014230049355,-0.0005437272204064092
hippocampus_026,0.9089588755387419,0.9086246661356924,0.8332572578409536,0.8327271380421497,-0.0003342094030495124,-0.0005301197988039075
hippocampus_033,0.8856183935473693,0.8861324746838659,0.7947720825715573,0.7956033010813888,0.0005140811364966469,0.0008312185098314773
hippocampus_034,0.9119689371870349,0.9120342337024268,0.8382875792382751,0.8383783505861384,6.52965153918883e-05,9.077134786328322e-05
hippocampus_035,0.9030332943227426,0.9045091843998696,0.8237270562241359,0.8261855604755826,0.0014758900771270067,0.0024585042514466693
hippocampus_036,0.9218584671199639,0.9221161080100776,0.8552385539600256,0.855675631319846,0.0002576408901137084,0.00043707735982045914
hippocampus_037,0.8389837023820257,0.8393156586992866,0.7226368792979254,0.723124950319042,0.00033195631726090635,0.0004880710211165873
hippocampus_038,0.8449633292183534,0.84567997791682,0.7316147684372608,0.732700102642835,0.0007166486984666598,0.0010853342055742177
hippocampus_039,0.9148268346937898,0.9155280338439977,0.8431695524696934,0.8443421211026845,0.0007011991502079429,0.001172568632991089
hippocampus_040,0.9352886597516534,0.9345388350181167,0.8784597959226947,0.8771357830928529,-0.0007498247335366859,-0.0013240128298418474
hippocampus_041,0.8432857903906505,0.8443829870735118,0.7290886594466427,0.7307149758099177,0.0010971966828612345,0.0016263163632750377
hippocampus_042,0.8023015441496303,0.80281487542185,0.6715601203507321,0.6723200525117105,0.0005133312722197525,0.0007599321609783605
hippocampus_044,0.8887482733448554,0.8891710475511598,0.799965349181419,0.8006595910856238,0.00042277420630443263,0.000694241904204751
hippocampus_045,0.8664316294552761,0.866677319697454,0.7644497663386466,0.7648473788984738,0.00024569024217790947,0.00039761255982717625
hippocampus_046,0.8710697181255147,0.8713129155313352,0.7719526541965127,0.7723144116761138,0.00024319740582046112,0.00036175747960109916
hippocampus_048,0.9012014383327327,0.9011899487309323,0.8217811793469688,0.8218176094028754,-1.148960180041847e-05,3.6430055906588876e-05
hippocampus_049,0.9267351548720488,0.9262803706963791,0.8636065679468719,0.8628098947043199,-0.0004547841756696869,-0.0007966732425519485
hippocampus_050,0.922991034410306,0.9229795723487844,0.8569974906026214,0.8569770824887321,-1.1462061521694267e-05,-2.0408113889369695e-05
hippocampus_051,0.9039863577365994,0.9046362740300027,0.8248499896544589,0.8259185323486755,0.0006499162934032743,0.0010685426942166343
hippocampus_052,0.9113242028783342,0.9104710536889646,0.8370944240198955,0.8356572928902956,-0.0008531491893695176,-0.0014371311295999778
hippocampus_053,0.923288247682563,0.9229172122813848,0.857523905861183,0.8568831373949349,-0.0003710354011782213,-0.000640768466248054
hippocampus_056,0.9083613013844222,0.9084105970447591,0.8322829988026875,0.832365694480292,4.929566033695654e-05,8.269567760443852e-05
hippocampus_057,0.9180185987466998,0.9177302605617128,0.8484840265220013,0.8480001925205756,-0.0002883381849869693,-0.0004838340014257092
hippocampus_058,0.883196645879696,0.8826347981388679,0.7908422961878698,0.7899485002179667,-0.0005618477408281253,-0.0008937959699031328
hippocampus_060,0.9400458036309554,0.9405863499354672,0.8869268351135156,0.8878810319509849,0.0005405463045118353,0.0009541968374693344
hippocampus_064,0.8961089139465082,0.8961893104855161,0.8121049625761245,0.8122372944216689,8.039653900793198e-05,0.0001323318455443978
hippocampus_065,0.9441780876171433,0.9429138523521744,0.8942589183077954,0.8919936373276776,-0.0012642352649688826,-0.002265280980117801
hippocampus_067,0.9147656098848123,0.9146259744444549,0.8429396792340955,0.8427093866218787,-0.000139635440357333,-0.0002302926122168536
hippocampus_068,0.9395065656887078,0.9395502508819176,0.8862858839036858,0.8863627704050764,4.368519320974151e-05,7.688650139059394e-05
hippocampus_070,0.8662762213650752,0.8661435304144871,0.7645498986373784,0.7643594220416569,-0.0001326909505880991,-0.00019047659572157816
hippocampus_074,0.8681883084845337,0.8676307001741081,0.7670866483968323,0.7662213458972564,-0.0005576083104255058,-0.0008653024995758374
hippocampus_075,0.9037302905603366,0.9038381309970798,0.8244410117354196,0.8246304767386177,0.00010784043674316734,0.0001894650031980527
hippocampus_077,0.9244161374125273,0.9249665061147407,0.8594729403940478,0.8604302972040482,0.0005503687022134773,0.0009573568100004204
hippocampus_083,0.9224807069937719,0.9240966833132731,0.8561359089772443,0.8589232952206242,0.0016159763195011667,0.002787386243379819
