case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou
pancreas_001,0.4296345620700005,0.47816151102718507,0.31436562710066274,0.3466473296875625,0.04852694895718457,0.032281702586899774
pancreas_004,0.42058150764192,0.4402434654639029,0.29870081660974473,0.31197084381492646,0.019661957821982934,0.013270027205181723
pancreas_005,0.39079062530389963,0.39216019142778613,0.32073589272886904,0.3225851498184623,0.001369566123886501,0.0018492570895932703
pancreas_006,0.6126656789842125,0.6176147418479825,0.44188237009017645,0.4470866411349458,0.0049490628637699485,0.0052042710447693374
pancreas_010,0.4394758852070134,0.4463823352378587,0.31200863974195525,0.31736959274471443,0.006906450030845279,0.005360953002759183
pancreas_012,0.6680719949210813,0.6722590610048553,0.5034165242841623,0.508046452201669,0.00418706608377406,0.004629927917506715
pancreas_015,0.5214129426816769,0.5466334721497669,0.4157682951286504,0.43303642316966207,0.025220529468089947,0.017268128041011688
pancreas_016,0.5446270101463293,0.5691191214099341,0.4067909096737478,0.4248734019460165,0.024492111263604843,0.018082492272268713
pancreas_018,0.6030774664182286,0.6118798623829964,0.4482401625448021,0.45710884450190215,0.00880239596476784,0.008868681957100055
pancreas_019,0.7466581319670448,0.66977153912473,0.6034675770171167,0.5191075734267734,-0.0768865928423148,-0.08436000359034335
pancreas_021,0.6274342913091483,0.6572165625201688,0.4843468264963958,0.511270288606512,0.029782271211020506,0.026923462110116203
pancreas_024,0.2995413010388389,0.31031211767564165,0.21017084335190708,0.21607214021176838,0.010770816636802738,0.005901296859861294
pancreas_025,0.5977851790354558,0.5684755920557604,0.454966077871309,0.4262976000155218,-0.029309586979695434,-0.02866847785578719
pancreas_028,0.7698704674671767,0.7762372472568276,0.6285368840193648,0.6367477168784537,0.006366779789650945,0.008210832859088857
pancreas_029,0.4765150211284229,0.6207992044924224,0.3921618665743127,0.48713408532411046,0.1442841833639995,0.09497221874979778
pancreas_032,0.6006564091792259,0.6188344488224393,0.4590235735842445,0.4749549287138041,0.018178039643213406,0.01593135512955962
pancreas_035,0.8085702893021032,0.8063715593568651,0.6863730026085647,0.683445632790479,-0.002198729945238065,-0.0029273698180857233
pancreas_037,0.9032210348924332,0.905554133665605,0.826855752213413,0.8303389487560753,0.0023330987731717823,0.00348319654266227
pancreas_040,0.8000858648329998,0.8033501462515984,0.6772210990630352,0.6812676975098866,0.0032642814185985802,0.004046598446851402
pancreas_041,0.33792716386631644,0.34120612164480296,0.25136679965750813,0.2543849785373799,0.0032789577784865243,0.003018178879871769
pancreas_042,0.868117062565414,0.8694850238322567,0.7770915807279903,0.778928348563742,0.0013679612668426877,0.001836767835751707
pancreas_043,0.7950424058812205,0.7964221277891359,0.6672562308517321,0.6689969895653263,0.0013797219079153544,0.0017407587135941371
pancreas_045,0.8512061071631063,0.8448539338497641,0.742892851012422,0.7337771372007776,-0.0063521733133421465,-0.009115713811644333
pancreas_046,0.7235728678055016,0.7312008822012099,0.5689845119958861,0.5781399739964961,0.007628014395708371,0.009155462000610015
