case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou
BRATS_001,0.948116701119604,0.9479282908876719,0.9023536899303216,0.9019916532257418,-0.00018841023193205686,-0.0003620367045797934
BRATS_002,0.9290192605238285,0.9285722991496635,0.867811592155029,0.8670414258026885,-0.00044696137416500026,-0.0007701663523405067
BRATS_003,0.9188841805884556,0.9182656275864828,0.8500042936338087,0.8489581213999456,-0.000618553001972777,-0.001046172233863052
BRATS_004,0.936215404924079,0.9359182805749812,0.8816012390816893,0.8810234387340833,-0.0002971243490977882,-0.0005778003476060167
BRATS_005,0.9079923717777193,0.9076945288829185,0.8341284967858029,0.8335257774394286,-0.00029784289480083714,-0.0006027193463743474
BRATS_006,0.9424068210359838,0.9419839238003815,0.8918352969118911,0.8910607860418535,-0.0004228972356022931,-0.0007745108700376591
BRATS_007,0.9308401307948474,0.9304808792457848,0.8710765765660544,0.8704468496035815,-0.00035925154906257806,-0.0006297269624728763
BRATS_008,0.9448745409236681,0.9445231101586131,0.8962009855977492,0.89555832858529,-0.00035143076505494975,-0.0006426570124591358
BRATS_009,0.8773512962815558,0.8765520278996884,0.7875354701605858,0.7862354863862123,-0.0007992683818673907,-0.0012999837743734588
BRATS_010,0.9307071640477349,0.9302518122428246,0.8706889647917772,0.8698985358365552,-0.0004553518049102978,-0.0007904289552219668
BRATS_011,0.9490597603543552,0.9483948085444264,0.9039224566717593,0.9026847296836716,-0.0006649518099288709,-0.0012377269880876618
BRATS_012,0.38646092281207745,0.4224835154199353,0.3181157678338929,0.3403769320103755,0.03602259260785784,0.022261164176482606
BRATS_013,0.9314319407867147,0.9308153021966551,0.872360082839882,0.8713342668573772,-0.0006166385900595595,-0.0010258159825047297
BRATS_014,0.9489657901839156,0.9486433777611191,0.9041388449998454,0.9035304809943175,-0.00032241242279651416,-0.0006083640055278838
BRATS_015,0.9516305631022371,0.9511223317007023,0.9077449659932242,0.9068188693622901,-0.0005082314015348866,-0.0009260966309341256
BRATS_016,0.9304395064750913,0.9302024422145273,0.8721027262812973,0.8716565768014334,-0.00023706426056402385,-0.00044614947986387765
BRATS_017,0.9362816416207324,0.936135434259563,0.88118495685318,0.8809142309237807,-0.00014620736116932598,-0.00027072592939925144
BRATS_018,0.917435487451861,0.9169932570786753,0.8539100023665442,0.8530063302595973,-0.00044223037318569247,-0.0009036721069469733
BRATS_019,0.900875907130728,0.900022223587083,0.8213084553216791,0.8198172792848236,-0.0008536835436450119,-0.001491176036855446
BRATS_020,0.9390045840604152,0.9384864945058738,0.8861914358580134,0.885232419158586,-0.0005180895545413566,-0.0009590166994274396
BRATS_021,0.8370093836120428,0.8349140396974528,0.721121355482127,0.7179278552001183,-0.0020953439145899866,-0.00319350028200871
BRATS_022,0.7992053431618004,0.8018219248671713,0.684819866810165,0.6876519451030213,0.002616581705370935,0.002832078292856255
BRATS_023,0.5179362576070852,0.5110067240743265,0.43851517583289173,0.4312223682474861,-0.006929533532758714,-0.007292807585405625
BRATS_024,0.42910297738413866,0.4254444761616946,0.3549593045802711,0.3512692927277136,-0.003658501222444044,-0.003690011852557462
BRATS_025,0.894604412871134,0.8920610058848599,0.8097046892001553,0.8055219110902133,-0.0025434069862740882,-0.0041827781099419425
BRATS_026,0.6253136897363168,0.6245948508759619,0.588910756473268,0.58765643606301,-0.0007188388603549534,-0.0012543204102579697
BRATS_027,0.5701289700322614,0.5703718766909562,0.5034579076882332,0.5038656822469848,0.0002429066586948636,0.00040777455875162794
BRATS_028,0.6813877338332645,0.6817206248681819,0.5786906871651191,0.5783182144329714,0.00033289103491740413,-0.0003724727321476884
BRATS_029,0.5028711323853888,0.5355932770739167,0.40829668620890053,0.4284424718958715,0.032722144688527854,0.02014578568697095
BRATS_030,0.5599408112002198,0.5595008971732208,0.4854801119905204,0.4847426807468785,-0.00043991402699894433,-0.000737431243641895
BRATS_031,0.8715998955837317,0.8723422143464705,0.7756711156283443,0.7766822270940491,0.0007423187627387806,0.0010111114657047615
BRATS_032,0.6968735459412905,0.7029851597353046,0.6142275797686563,0.618076751709021,0.006111613794014148,0.003849171940364715
BRATS_033,0.9080780462532024,0.907730454070974,0.8329321337181487,0.8323782801630913,-0.0003475921822284622,-0.0005538535550573265
BRATS_034,0.5942471883096222,0.5982922632495421,0.5308472849247657,0.5331117102876871,0.0040450749399199015,0.002264425362921374
BRATS_035,0.8830752207776325,0.8831331746712231,0.7910724956483901,0.7911714635531347,5.79538935906454e-05,9.896790474461792e-05
BRATS_036,0.7257344476124911,0.7253696962645014,0.627659830443103,0.6270521914517414,-0.0003647513479896336,-0.0006076389913616254
BRATS_037,0.9089435464376797,0.9085378000797659,0.8332999913048728,0.8326096967318571,-0.0004057463579137943,-0.0006902945730156151
BRATS_038,0.9337160805831366,0.9331639267366981,0.8758988469328092,0.8748795589132529,-0.0005521538464384745,-0.001019288019556308
BRATS_039,0.8752053748838552,0.8737287818434645,0.778367705511649,0.7760389306782448,-0.0014765930403907168,-0.0023287748334042124
BRATS_040,0.9030701246348861,0.9026898934123412,0.8255175708242964,0.8249229049473407,-0.0003802312225449356,-0.00059466587695578
BRATS_041,0.8544441447408988,0.8550213867005528,0.7502398826215119,0.7510435701540431,0.000577241959654029,0.0008036875325312387
BRATS_042,0.5142234023709661,0.5168818002556792,0.4307772789367135,0.4337108881864716,0.002658397884713115,0.0029336092497580513
BRATS_043,0.9239278979619323,0.9235180721965737,0.8587800313816697,0.8580718031479472,-0.0004098257653586401,-0.0007082282337225188
BRATS_044,0.9285168516327426,0.9284092906979916,0.866910017986131,0.8667231789480154,-0.00010756093475094985,-0.00018683903811556046
BRATS_045,0.929541215730704,0.9291141093765306,0.8715567272255974,0.8707670852444505,-0.00042710635417342324,-0.0007896419811469491
BRATS_046,0.9163009151916497,0.9146063593223901,0.8477256994805168,0.8448590538982611,-0.0016945558692595952,-0.002866645582255689
BRATS_047,0.8662593665329722,0.8650307069556337,0.7662598352798309,0.7643272723507294,-0.0012286595773385312,-0.001932562929101489
BRATS_048,0.9487929996722677,0.9488519920371744,0.9029343856790901,0.9030269847963829,5.8992364906695904e-05,9.25991172927576e-05
BRATS_049,0.9240039761376524,0.9215706113702664,0.8600438393048758,0.85594458443876,-0.0024333647673859815,-0.004099254866115842
