case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou,cluster_id
patient031_frame10,0.9228089255077788,0.9223324494424795,0.8582547143653668,0.8574503479606425,-0.00047647606529932496,-0.0008043664047243659,patient031
patient032_frame01,0.9555535994733401,0.955471598107669,0.9153744809847223,0.9152241253322058,-8.200136567104721e-05,-0.0001503556525165317,patient032
patient032_frame12,0.8836558658100762,0.8825477848781533,0.7938005327192729,0.7922043054645601,-0.001108080931922828,-0.0015962272547127565,patient032
patient033_frame01,0.9455714316594633,0.9450250819098404,0.8978174400206559,0.8968971538648901,-0.0005463497496229763,-0.0009202861557657815,patient033
patient033_frame14,0.8739461737600337,0.8733766075018977,0.7778210162628412,0.7768236135601451,-0.0005695662581359784,-0.000997402702696104,patient033
patient034_frame01,0.9295960799154831,0.927774348916009,0.8688520444748739,0.8657957476854096,-0.001821730999474136,-0.0030562967894642856,patient034
patient034_frame16,0.7821196992967798,0.7825455030416056,0.6529146202836967,0.6535909919037927,0.0004258037448258145,0.000676371620095928,patient034
patient035_frame01,0.9447209465512731,0.944721780754486,0.8961806772299824,0.896187388829973,8.342032128405563e-07,6.711599990549821e-06,patient035
patient035_frame11,0.9149388844092075,0.907440934356594,0.8436578053406926,0.8316543494578464,-0.007497950052613445,-0.012003455882846126,patient035
patient036_frame01,0.9491146247802101,0.9487408942619885,0.9045183650375549,0.903874213093335,-0.0003737305182216488,-0.0006441519442198507,patient036
patient036_frame12,0.9251657618264617,0.9255852158810572,0.8608615309741882,0.861575789439618,0.0004194540545955361,0.000714258465429829,patient036
patient037_frame01,0.9157863241768546,0.9113105389837477,0.844914407296817,0.8374227295735232,-0.004475785193106874,-0.007491677723293844,patient037
patient037_frame12,0.8654319239895178,0.872856988508345,0.7668169851372779,0.7776520562201129,0.007425064518827185,0.01083507108283499,patient037
patient038_frame01,0.9457637043821064,0.9461172525715478,0.8982530249149466,0.8988520410129567,0.0003535481894413328,0.0005990160980100523,patient038
patient038_frame11,0.8764008185908593,0.9079041479567853,0.784998191176074,0.8319764195280053,0.031503329365926036,0.04697822835193133,patient038
patient039_frame01,0.9474985641677213,0.9476067620008782,0.9008006894615178,0.9010040717302191,0.00010819783315696441,0.00020338226870131315,patient039
patient039_frame10,0.912702024171245,0.913293307423023,0.8397595385679599,0.8407861675341395,0.0005912832517779298,0.0010266289661795547,patient039
patient040_frame01,0.9499249806502309,0.9508584530722471,0.9050047164701264,0.9066699187419243,0.000933472422016246,0.0016652022717978943,patient040
patient040_frame13,0.9040368106396413,0.9053392383902795,0.8299110706625278,0.8317003961367835,0.0013024277506382687,0.0017893254742556985,patient040
